Time spent on page,Average mouse speed,Average time spent on fields,Average interval between fields,Average mouse angle change,Average variance of x-axis clicks,Jitter count,Tremors count,Backspace count,Repeated key count,isHuman
11.48,10.97,21.47,19.45,83.83,7618.0,0,127,1,,TRUE
43.92,6.63,34.61,50.35,55.76,74997.0,0,136,3,2.0,TRUE
33.42,8.16,66.7,47.62,51.74,58124.0,1,144,3,3.0,TRUE
57.95,12.66,64.83,60.66,66.29,46079.0,0,191,1,,TRUE
38.3,7.33,25.96,42.42,55.2,65051.0,1,149,0,2.0,TRUE
65.39,16.83,11.24,47.16,92.83,93883.0,1,114,2,1.0,TRUE
57.38,11.37,21.16,53.94,63.84,68532.0,0,103,2,2.0,TRUE
29.6,14.64,27.58,69.75,83.85,40979.0,1,122,0,2.0,TRUE
42.31,14.69,63.22,54.68,81.01,8350.0,1,154,3,,TRUE
34.59,15.71,27.91,56.77,70.29,79294.0,1,187,2,,TRUE
10.45,14.13,30.03,52.93,89.08,83479.0,1,160,0,4.0,TRUE
17.53,6.68,49.92,25.36,72.57,38343.0,0,134,1,1.0,TRUE
43.13,11.35,67.68,33.09,52.54,44382.0,0,52,2,4.0,TRUE
49.38,4.27,44.72,33.76,58.86,29675.0,0,65,3,3.0,TRUE
63.72,2.21,69.76,69.41,73.22,81309.0,1,82,0,3.0,TRUE
19.46,14.45,44.25,43.81,86.5,30008.0,1,93,2,,TRUE
55.23,8.53,12.45,50.99,67.66,68334.0,1,179,1,2.0,TRUE
48.2,2.19,49.19,44.64,52.76,93349.0,0,124,1,,TRUE
68.88,17.36,49.97,15.49,61.58,48308.0,0,107,2,3.0,TRUE
55.4,4.12,66.22,30.41,55.95,50490.0,1,196,2,2.0,TRUE
47.37,3.34,31.78,52.82,81.47,65823.0,1,98,3,4.0,TRUE
20.29,8.07,53.2,49.8,85.07,19275.0,1,144,1,3.0,TRUE
51.73,6.46,35.98,18.01,94.66,50867.0,1,197,2,2.0,TRUE
29.86,13.12,67.14,60.5,53.22,30847.0,0,133,2,1.0,TRUE
14.76,14.36,32.77,50.5,62.55,51733.0,1,194,2,,TRUE
41.62,8.81,32.05,60.43,72.94,83915.0,1,185,1,3.0,TRUE
15.56,16.47,30.39,44.06,67.63,85854.0,0,92,1,,TRUE
51.26,15.27,24.5,32.71,54.15,21764.0,1,161,2,5.0,TRUE
16.02,6.47,29.94,18.71,89.24,19256.0,0,155,1,,TRUE
26.24,9.79,50.8,22.45,50.82,11413.0,1,161,1,4.0,TRUE
63.75,17.43,38.76,54.15,89.7,40153.0,0,199,1,4.0,TRUE
50.84,5.05,22.41,24.29,59.83,58618.0,0,179,0,4.0,TRUE
21.89,9.94,41.29,55.64,93.88,47902.0,1,115,1,2.0,TRUE
51.5,13.06,24.5,61.84,75.59,75104.0,1,158,3,,TRUE
41.12,13.86,23.25,41.82,53.72,36731.0,1,106,1,,TRUE
28.03,4.88,64.44,50.8,51.23,34533.0,1,155,3,4.0,TRUE
59.8,11.1,58.59,10.98,62.14,67398.0,1,70,2,1.0,TRUE
30.11,17.14,66.26,69.43,66.99,20399.0,1,147,1,,TRUE
55.8,2.86,49.06,23.21,76.13,98435.0,1,63,0,4.0,TRUE
10.7,6.86,68.39,57.16,50.6,38757.0,0,79,3,4.0,TRUE
32.65,6.58,24.61,26.22,81.18,49898.0,1,53,0,4.0,TRUE
44.4,11.92,14.05,58.88,71.34,91594.0,1,76,1,,TRUE
50.52,16.63,57.73,20.58,69.09,45869.0,0,142,3,4.0,TRUE
40.91,5.77,41.76,15.27,96.43,47604.0,0,128,2,2.0,TRUE
66.72,6.66,49.65,49.73,77.7,86505.0,1,186,3,3.0,TRUE
36.44,3.57,60.88,30.04,73.3,97707.0,1,162,1,,TRUE
34.34,5.37,14.47,15.35,54.27,5850.0,0,159,2,1.0,TRUE
69.44,2.02,38.01,57.66,51.19,89461.0,1,193,3,3.0,TRUE
60.18,14.61,59.9,42.97,86.09,99794.0,1,88,1,3.0,TRUE
33.41,10.99,60.53,47.85,90.94,26244.0,0,114,2,,TRUE
24.87,16.49,34.77,47.65,81.57,37633.0,1,165,1,3.0,TRUE
51.79,3.83,43.71,42.03,50.18,42881.0,1,155,2,3.0,TRUE
23.71,8.08,52.63,54.26,67.7,80922.0,1,180,1,1.0,TRUE
23.23,9.5,58.73,12.29,95.96,84522.0,0,154,3,4.0,TRUE
68.97,3.34,46.39,21.88,77.54,84453.0,1,158,2,5.0,TRUE
68.23,3.76,66.29,11.9,75.93,29862.0,1,79,1,4.0,TRUE
34.32,2.01,14.05,64.59,58.33,25456.0,1,166,2,5.0,TRUE
66.01,5.51,50.78,35.11,97.9,16686.0,1,184,1,2.0,TRUE
15.7,10.7,67.47,54.43,88.34,51909.0,0,135,1,2.0,TRUE
39.03,15.27,47.01,57.36,95.47,8497.0,1,183,1,5.0,TRUE
65.25,4.26,36.16,38.15,73.8,75517.0,1,191,0,4.0,TRUE
42.36,11.51,56.05,32.37,55.9,96930.0,0,149,2,1.0,TRUE
15.33,3.42,44.62,36.07,66.36,76330.0,1,108,2,,TRUE
20.51,2.62,59.98,34.13,91.45,8584.0,0,160,0,2.0,TRUE
18.24,6.25,65.9,37.82,69.03,27252.0,1,164,0,2.0,TRUE
45.49,4.27,26.56,31.47,95.82,24906.0,0,74,0,1.0,TRUE
67.16,7.74,21.45,54.48,60.47,29179.0,1,66,3,2.0,TRUE
52.58,16.61,35.43,48.79,54.2,13341.0,0,164,3,4.0,TRUE
65.45,9.4,39.04,36.45,76.63,39259.0,1,175,3,1.0,TRUE
55.83,10.02,25.32,36.86,77.19,76201.0,0,102,1,,TRUE
13.91,17.2,42.69,67.01,83.74,20901.0,1,100,1,2.0,TRUE
20.5,15.52,28.85,30.82,94.07,67046.0,1,125,2,,TRUE
35.16,13.8,36.79,25.19,54.59,80872.0,1,51,2,,TRUE
41.2,12.91,21.31,16.08,62.58,83005.0,1,117,3,2.0,TRUE
54.03,2.4,11.11,42.92,88.83,38543.0,1,159,1,1.0,TRUE
65.23,6.09,23.53,68.11,70.81,13230.0,1,84,3,3.0,TRUE
26.75,14.34,33.42,38.87,54.88,35367.0,1,102,0,3.0,TRUE
36.85,3.0,25.43,41.63,70.14,35822.0,1,104,2,3.0,TRUE
62.49,14.52,31.31,20.26,67.32,63210.0,1,97,0,5.0,TRUE
61.79,17.77,28.18,59.17,96.24,11410.0,0,181,0,,TRUE
69.55,2.71,10.44,15.2,76.2,29562.0,0,53,0,5.0,TRUE
37.65,7.26,49.58,25.88,99.18,83539.0,1,113,1,,TRUE
35.03,10.04,29.71,35.29,95.05,46875.0,1,117,1,5.0,TRUE
68.61,10.08,58.01,59.97,85.13,18723.0,0,54,3,1.0,TRUE
59.87,3.9,45.92,17.08,82.09,7383.0,1,81,3,5.0,TRUE
19.4,5.98,37.21,19.38,90.56,81007.0,1,145,0,,TRUE
61.43,12.28,55.93,53.19,94.1,66516.0,1,90,3,,TRUE
55.41,3.51,16.89,35.33,58.31,14581.0,0,104,0,4.0,TRUE
62.39,12.62,25.21,60.05,58.54,91346.0,1,53,0,2.0,TRUE
60.31,6.66,50.96,59.25,71.06,78576.0,1,107,1,5.0,TRUE
28.07,9.29,11.76,38.07,83.37,50081.0,1,97,3,5.0,TRUE
51.64,10.14,34.61,49.19,88.01,5609.0,1,160,1,4.0,TRUE
10.19,2.81,62.18,26.7,73.31,18547.0,0,163,0,2.0,TRUE
12.32,9.96,16.41,25.47,79.37,24174.0,0,176,2,3.0,TRUE
57.64,6.79,33.6,59.17,59.59,70440.0,0,183,0,1.0,TRUE
58.0,9.49,40.13,38.2,87.22,7120.0,1,164,3,2.0,TRUE
43.98,9.21,63.89,57.84,69.74,83645.0,1,98,3,2.0,TRUE
29.92,7.13,52.15,10.13,86.64,30296.0,1,56,0,,TRUE
67.21,13.72,58.45,38.04,54.9,25391.0,1,143,0,1.0,TRUE
37.04,14.12,45.35,43.65,91.03,81151.0,1,81,2,,TRUE
35.65,10.97,61.95,12.88,80.31,5930.0,1,159,1,,TRUE
22.14,5.02,21.1,11.62,55.3,88974.0,1,71,1,2.0,TRUE
28.44,9.93,67.69,20.47,67.2,24524.0,0,121,1,2.0,TRUE
12.08,12.76,25.92,18.6,56.94,37373.0,1,102,0,5.0,TRUE
60.61,9.43,36.63,31.11,77.46,53071.0,1,184,0,3.0,TRUE
30.74,12.14,32.72,15.7,64.15,9228.0,1,94,3,2.0,TRUE
24.03,13.53,15.78,60.68,55.0,74032.0,1,99,2,5.0,TRUE
25.74,9.99,23.14,61.42,96.33,62141.0,1,58,2,,TRUE
56.77,15.52,20.01,42.86,70.13,45932.0,1,66,3,4.0,TRUE
49.06,16.17,11.55,55.74,88.87,25247.0,1,141,1,1.0,TRUE
63.05,15.63,36.18,18.07,85.03,21625.0,0,146,1,,TRUE
60.43,16.09,23.08,29.06,67.15,65537.0,1,141,3,,TRUE
65.89,5.15,34.62,42.63,79.15,69144.0,1,182,0,1.0,TRUE
14.76,8.84,16.13,24.84,86.06,62850.0,0,78,1,2.0,TRUE
13.83,5.9,31.89,60.84,90.79,31244.0,1,120,0,4.0,TRUE
43.56,7.07,45.06,54.43,59.06,77801.0,1,54,0,3.0,TRUE
41.68,7.86,59.38,18.69,73.04,25588.0,1,112,1,2.0,TRUE
14.65,9.31,55.16,10.83,79.61,36598.0,1,103,0,3.0,TRUE
47.82,17.64,62.46,50.82,86.85,65565.0,1,61,2,,TRUE
49.16,5.09,59.81,47.99,92.17,75785.0,1,192,0,4.0,TRUE
48.11,12.45,62.54,51.63,95.05,17636.0,1,96,2,2.0,TRUE
17.05,4.18,68.5,18.31,84.82,27123.0,1,151,0,5.0,TRUE
65.22,10.94,33.03,44.98,69.12,27573.0,0,59,1,,TRUE
58.84,4.73,38.62,19.91,98.67,73540.0,1,185,2,3.0,TRUE
55.84,11.85,12.57,53.74,84.7,74463.0,0,74,2,3.0,TRUE
24.1,11.06,62.75,40.92,63.82,50053.0,0,126,0,,TRUE
61.71,3.19,49.77,15.11,99.94,80104.0,1,114,1,5.0,TRUE
50.14,7.58,53.48,44.0,78.26,36080.0,0,113,3,,TRUE
31.65,15.26,67.93,28.57,98.34,46739.0,0,76,1,2.0,TRUE
14.7,8.2,48.19,47.72,59.38,82691.0,1,151,2,3.0,TRUE
63.73,11.72,24.26,19.19,67.51,80442.0,0,191,3,,TRUE
43.12,13.88,19.47,67.71,82.89,61632.0,1,154,0,3.0,TRUE
18.73,7.51,30.52,53.37,65.64,74189.0,1,174,2,4.0,TRUE
35.51,15.2,48.09,21.41,73.75,98207.0,1,180,1,,TRUE
14.48,6.64,11.02,11.81,88.44,87779.0,0,57,3,2.0,TRUE
68.89,9.89,18.66,19.4,56.49,24843.0,1,146,1,4.0,TRUE
51.19,7.91,66.61,47.63,70.0,47889.0,1,127,0,2.0,TRUE
45.43,17.14,54.84,58.85,50.12,31340.0,1,157,3,5.0,TRUE
46.28,6.15,62.09,11.98,80.28,71362.0,0,83,2,,TRUE
16.17,16.32,25.32,59.15,88.24,45221.0,1,146,0,5.0,TRUE
12.55,8.09,17.34,54.79,83.64,58904.0,1,157,2,3.0,TRUE
36.95,12.49,64.82,27.53,79.43,40549.0,1,64,3,,TRUE
14.04,12.02,63.57,56.95,59.14,26590.0,0,156,0,2.0,TRUE
47.71,3.38,35.75,56.84,89.47,78630.0,1,164,0,1.0,TRUE
68.08,8.29,65.31,50.16,86.09,81691.0,1,106,3,2.0,TRUE
61.42,7.41,35.43,67.74,82.8,66053.0,0,195,1,5.0,TRUE
36.13,3.12,40.84,43.44,79.79,14628.0,1,195,1,2.0,TRUE
15.26,15.02,37.17,17.99,60.62,88049.0,1,196,0,,TRUE
38.14,5.55,16.81,33.57,94.24,29832.0,1,80,3,2.0,TRUE
22.4,5.64,54.99,62.79,93.91,98759.0,1,156,2,4.0,TRUE
58.44,9.73,30.08,19.74,98.02,52977.0,0,181,1,2.0,TRUE
33.62,13.5,32.03,29.4,58.92,74223.0,1,96,3,1.0,TRUE
14.87,13.26,34.8,47.83,99.91,8272.0,1,60,0,5.0,TRUE
31.5,13.89,41.55,42.9,93.68,69659.0,1,150,1,4.0,TRUE
50.22,3.13,34.67,44.27,50.54,81173.0,1,173,1,,TRUE
21.94,8.37,10.39,35.24,74.57,74441.0,1,65,3,1.0,TRUE
34.12,13.88,36.89,55.58,57.65,32519.0,1,178,3,,TRUE
44.4,10.99,13.73,41.03,91.16,90121.0,1,74,3,5.0,TRUE
63.11,3.42,27.66,11.14,74.53,36444.0,1,70,0,3.0,TRUE
55.14,11.25,27.34,48.69,57.06,74095.0,1,148,3,,TRUE
62.78,8.81,35.98,52.94,53.39,38788.0,1,91,1,,TRUE
21.12,6.01,45.95,34.2,85.56,40617.0,0,184,3,1.0,TRUE
17.07,8.87,26.22,67.63,62.67,25483.0,1,116,2,3.0,TRUE
15.67,13.16,28.96,10.13,98.97,45660.0,1,128,2,,TRUE
27.34,9.87,28.01,38.8,84.27,33160.0,1,115,3,3.0,TRUE
14.89,10.42,25.01,18.38,75.96,58216.0,1,190,0,5.0,TRUE
13.41,11.64,55.45,25.78,80.89,41810.0,0,175,3,4.0,TRUE
66.34,17.3,59.54,10.76,60.83,8224.0,1,136,2,,TRUE
45.46,3.88,43.6,12.07,82.64,43984.0,1,137,2,4.0,TRUE
50.12,3.9,14.14,42.97,81.78,8211.0,1,74,1,2.0,TRUE
57.29,3.05,48.57,34.19,90.13,56312.0,1,111,2,,TRUE
60.0,11.69,59.5,14.03,77.95,66633.0,0,76,0,4.0,TRUE
61.64,15.18,58.22,38.3,66.4,23606.0,0,111,3,4.0,TRUE
21.61,8.91,46.59,61.24,74.71,80446.0,1,85,3,5.0,TRUE
46.22,7.15,37.78,15.16,68.01,29928.0,0,62,0,,TRUE
15.74,10.3,18.04,24.54,58.68,89659.0,1,85,1,1.0,TRUE
54.26,4.48,60.99,27.92,60.9,30365.0,1,65,3,1.0,TRUE
51.75,8.97,61.51,38.16,56.33,48154.0,0,184,0,5.0,TRUE
64.44,7.77,37.79,30.12,62.52,89379.0,1,92,0,3.0,TRUE
49.72,12.28,69.67,21.11,55.13,91393.0,0,73,1,3.0,TRUE
29.77,8.64,12.04,63.71,88.08,73055.0,0,96,0,2.0,TRUE
39.44,17.4,58.21,46.93,95.01,19347.0,0,170,3,3.0,TRUE
67.5,6.32,58.67,26.44,58.0,5385.0,1,54,0,4.0,TRUE
41.0,12.56,19.29,64.17,59.71,22926.0,1,162,2,2.0,TRUE
54.17,15.45,48.52,10.87,51.26,24795.0,0,169,1,4.0,TRUE
39.43,2.96,42.45,60.29,76.84,37478.0,1,115,1,1.0,TRUE
26.55,12.76,33.38,57.91,66.65,89284.0,1,186,2,,TRUE
56.3,15.08,65.85,17.92,75.48,27206.0,1,181,1,3.0,TRUE
45.81,7.57,68.72,51.99,74.54,94143.0,1,126,0,3.0,TRUE
19.41,2.23,26.92,66.84,83.51,6136.0,1,131,2,5.0,TRUE
23.1,16.95,45.89,66.36,89.02,36333.0,0,139,3,3.0,TRUE
17.42,16.77,41.31,60.91,78.57,57357.0,0,149,0,5.0,TRUE
50.96,7.46,34.67,46.03,91.7,23170.0,1,163,0,5.0,TRUE
17.61,10.8,11.65,68.28,63.13,91908.0,1,134,0,3.0,TRUE
29.34,6.24,26.9,45.93,82.61,31044.0,1,155,3,5.0,TRUE
11.73,9.66,36.28,40.46,63.11,60400.0,0,60,1,4.0,TRUE
21.75,11.03,12.11,32.33,86.81,60678.0,0,89,2,,TRUE
40.88,5.48,19.51,51.44,59.03,20919.0,0,140,1,3.0,TRUE
50.49,3.03,23.51,61.62,97.19,18997.0,1,99,1,,TRUE
35.43,7.2,69.17,59.35,72.79,63927.0,1,176,0,,TRUE
57.43,7.54,38.55,35.24,81.23,67576.0,1,115,1,5.0,TRUE
27.52,4.99,50.66,10.07,77.98,20360.0,1,127,2,3.0,TRUE
25.68,12.5,56.94,56.96,98.71,64204.0,0,110,3,1.0,TRUE
27.08,14.76,68.85,56.57,80.73,87954.0,0,76,0,3.0,TRUE
43.93,8.17,43.46,38.96,54.74,20295.0,1,56,3,1.0,TRUE
18.78,5.15,17.45,41.05,64.9,15478.0,0,52,3,5.0,TRUE
58.6,5.1,28.94,61.8,89.87,61897.0,0,162,0,5.0,TRUE
29.4,11.35,59.82,46.04,68.42,40815.0,1,186,1,1.0,TRUE
34.55,8.85,33.96,11.79,98.27,8407.0,1,161,1,1.0,TRUE
70.0,6.71,67.51,46.87,77.5,80174.0,0,154,3,5.0,TRUE
16.12,11.06,61.68,66.58,70.46,40864.0,1,62,0,4.0,TRUE
27.27,9.97,47.73,37.67,75.14,7032.0,0,195,1,3.0,TRUE
23.35,2.2,23.7,13.5,53.33,92550.0,1,94,0,2.0,TRUE
15.49,13.76,23.9,36.64,98.89,31148.0,1,94,3,3.0,TRUE
65.58,7.23,54.99,21.15,75.46,8002.0,1,133,1,4.0,TRUE
44.23,13.38,62.19,13.39,53.89,51683.0,0,131,0,1.0,TRUE
69.78,15.57,35.14,10.75,82.15,48762.0,0,127,2,,TRUE
48.69,15.23,30.66,67.36,50.07,95029.0,1,90,1,4.0,TRUE
27.62,9.63,67.32,51.39,67.19,39878.0,1,182,2,5.0,TRUE
37.65,13.48,32.71,54.15,92.56,77595.0,1,191,3,,TRUE
21.54,9.0,41.44,44.15,60.76,72931.0,1,168,0,5.0,TRUE
20.45,16.5,30.64,22.94,76.75,35134.0,1,119,3,3.0,TRUE
62.78,13.37,56.25,11.17,85.62,8888.0,1,193,2,2.0,TRUE
27.7,3.82,54.74,35.81,86.11,30678.0,1,99,1,4.0,TRUE
22.39,9.49,69.52,22.39,75.6,28195.0,1,169,1,4.0,TRUE
52.27,5.99,61.36,26.75,85.13,7118.0,1,76,0,4.0,TRUE
63.65,4.27,41.82,65.94,93.13,46167.0,0,154,2,2.0,TRUE
63.86,12.61,12.51,22.05,92.55,9818.0,1,110,3,1.0,TRUE
32.19,6.97,59.11,20.16,61.94,76279.0,1,137,1,4.0,TRUE
57.76,16.88,32.89,63.11,94.4,80087.0,1,109,2,4.0,TRUE
27.47,17.06,52.11,36.9,90.72,87726.0,1,143,2,4.0,TRUE
16.69,6.2,52.64,38.71,88.09,28702.0,1,106,0,5.0,TRUE
11.6,15.12,54.32,45.95,86.55,80614.0,1,113,2,,TRUE
31.72,8.45,34.31,16.47,88.56,92048.0,0,74,2,1.0,TRUE
52.92,16.21,26.33,18.41,96.16,32877.0,1,119,3,,TRUE
58.49,3.89,21.67,12.46,81.81,85182.0,1,121,3,,TRUE
53.5,15.73,15.18,36.24,96.91,85497.0,1,169,3,4.0,TRUE
24.34,13.78,49.39,26.86,97.42,83716.0,0,66,1,3.0,TRUE
59.13,2.97,10.51,32.93,65.36,85949.0,0,143,1,5.0,TRUE
59.45,13.29,29.27,46.74,98.02,25305.0,1,114,1,2.0,TRUE
29.05,10.74,36.1,32.51,58.67,49767.0,1,141,3,1.0,TRUE
16.98,3.97,17.28,27.65,92.96,91352.0,1,146,2,,TRUE
51.08,7.23,32.56,58.59,76.35,34676.0,1,58,1,1.0,TRUE
18.24,10.4,54.29,48.97,71.22,64603.0,1,63,2,3.0,TRUE
26.0,9.79,36.82,38.41,65.1,72186.0,0,192,0,1.0,TRUE
26.54,10.97,46.36,41.38,53.79,74331.0,1,110,3,3.0,TRUE
62.11,17.46,26.72,53.91,59.82,77735.0,1,56,0,3.0,TRUE
66.16,15.55,42.82,20.63,92.98,84723.0,1,161,1,2.0,TRUE
56.5,7.93,15.92,38.83,99.94,49494.0,1,71,2,4.0,TRUE
46.57,2.95,36.34,52.81,98.25,83374.0,0,74,3,3.0,TRUE
35.51,12.69,20.19,48.37,53.87,67445.0,1,100,2,4.0,TRUE
41.9,11.71,54.49,39.17,76.99,53595.0,0,170,1,2.0,TRUE
52.37,5.22,43.25,41.39,55.61,5832.0,1,154,3,4.0,TRUE
62.4,5.81,58.64,41.68,79.14,20770.0,0,174,0,2.0,TRUE
23.63,14.06,14.83,34.19,84.37,5043.0,1,144,3,3.0,TRUE
43.57,6.29,46.2,29.67,79.49,86551.0,1,89,3,2.0,TRUE
37.02,15.09,24.56,38.73,51.84,17172.0,1,155,2,2.0,TRUE
57.52,16.1,42.8,17.9,72.72,51159.0,1,190,0,3.0,TRUE
33.74,15.76,65.85,59.08,90.44,67219.0,1,126,0,1.0,TRUE
16.17,11.06,38.03,47.64,58.53,36365.0,1,187,1,5.0,TRUE
69.69,15.73,36.95,69.8,75.36,80661.0,1,149,3,5.0,TRUE
31.11,13.23,24.92,47.21,94.11,21224.0,0,71,0,4.0,TRUE
63.73,10.06,27.35,59.09,54.41,16283.0,1,106,1,,TRUE
30.5,2.81,40.96,47.46,91.27,32014.0,1,182,0,4.0,TRUE
25.18,16.03,40.28,16.95,73.35,7736.0,1,172,0,,TRUE
54.84,9.13,44.92,37.81,88.23,95194.0,1,106,3,3.0,TRUE
38.67,7.17,47.09,10.65,62.76,33299.0,0,104,0,,TRUE
48.09,7.07,39.51,36.79,76.34,48155.0,1,59,2,3.0,TRUE
42.92,8.4,34.29,40.92,86.73,89647.0,1,134,1,2.0,TRUE
63.7,7.09,19.65,67.45,79.86,78962.0,1,72,2,5.0,TRUE
24.45,14.25,21.03,34.32,57.3,20791.0,1,145,1,1.0,TRUE
31.54,4.82,59.97,37.93,51.35,47425.0,1,112,0,,TRUE
37.75,12.6,24.51,55.7,98.93,42765.0,0,154,0,5.0,TRUE
25.9,12.99,36.93,49.9,67.11,68370.0,1,157,2,4.0,TRUE
21.92,11.68,20.84,25.93,54.84,22618.0,1,188,3,,TRUE
36.33,9.61,65.91,17.48,86.61,12823.0,1,145,2,3.0,TRUE
55.06,15.52,43.53,45.95,90.08,23504.0,1,76,0,,TRUE
40.9,3.52,54.54,58.05,75.27,80578.0,1,85,2,,TRUE
53.88,10.16,68.04,43.96,89.61,73588.0,1,88,1,2.0,TRUE
41.89,17.17,39.85,53.77,97.12,94298.0,1,159,1,3.0,TRUE
43.16,8.49,63.12,34.41,58.24,42519.0,0,74,1,4.0,TRUE
12.43,14.26,50.83,43.68,77.84,71311.0,1,104,1,,TRUE
69.54,16.8,32.38,11.85,78.03,18182.0,0,57,3,3.0,TRUE
57.99,10.54,59.97,42.42,82.57,61537.0,0,152,0,,TRUE
46.93,11.73,30.69,48.93,67.08,43080.0,0,76,0,5.0,TRUE
34.6,8.69,46.3,60.33,64.44,72019.0,1,103,2,,TRUE
65.11,16.73,15.58,60.16,52.08,45008.0,0,96,1,5.0,TRUE
34.26,10.44,42.58,46.59,95.3,77646.0,1,72,1,,TRUE
22.79,12.32,61.2,40.42,72.73,25062.0,1,106,1,,TRUE
60.0,3.05,67.96,57.47,91.56,28524.0,1,167,1,2.0,TRUE
13.08,11.05,54.15,16.84,56.23,59329.0,1,74,2,1.0,TRUE
13.54,14.68,35.98,42.27,76.35,63966.0,1,143,0,1.0,TRUE
28.78,5.47,32.43,35.0,52.57,26696.0,1,198,1,2.0,TRUE
46.3,5.62,15.48,23.27,72.35,41313.0,0,169,1,3.0,TRUE
50.44,12.72,21.21,10.17,80.24,90693.0,1,135,3,4.0,TRUE
52.04,11.62,64.84,21.54,55.77,65518.0,1,184,3,,TRUE
32.72,11.45,25.4,66.84,82.32,20112.0,0,128,3,3.0,TRUE
10.23,15.95,17.28,36.62,83.77,78783.0,1,191,2,3.0,TRUE
21.07,16.59,27.82,28.97,62.05,93036.0,1,115,2,,TRUE
37.02,11.17,42.0,59.45,56.92,85658.0,0,129,3,1.0,TRUE
55.32,16.25,58.38,69.33,76.82,44501.0,1,65,3,3.0,TRUE
46.25,6.8,59.51,63.41,70.96,71765.0,1,136,1,2.0,TRUE
37.57,7.19,45.01,19.39,72.21,44386.0,0,128,3,4.0,TRUE
52.6,8.21,16.38,35.55,77.58,49101.0,1,64,1,3.0,TRUE
39.86,15.46,17.12,45.65,50.86,71864.0,1,196,1,5.0,TRUE
26.3,7.48,37.28,62.84,60.86,67443.0,1,109,1,4.0,TRUE
10.03,2.79,64.92,66.2,52.02,83443.0,0,178,2,4.0,TRUE
16.81,3.63,56.21,27.03,53.2,58509.0,1,80,3,5.0,TRUE
61.17,7.42,28.0,13.0,71.15,17165.0,1,128,1,4.0,TRUE
34.75,6.95,11.98,63.46,55.12,98879.0,1,190,3,5.0,TRUE
60.7,12.56,26.61,44.49,92.27,79107.0,0,100,2,1.0,TRUE
59.14,4.24,59.3,16.27,62.03,78734.0,0,77,1,4.0,TRUE
20.18,8.0,49.53,27.34,69.86,36633.0,0,57,0,,TRUE
64.56,16.28,16.66,52.04,85.25,53147.0,1,86,3,,TRUE
13.15,17.58,36.11,29.19,68.46,72400.0,1,72,1,2.0,TRUE
28.39,3.71,32.33,62.55,59.33,53563.0,0,135,2,,TRUE
14.15,7.8,49.88,53.29,97.29,98824.0,1,54,1,4.0,TRUE
68.86,11.52,37.32,46.18,52.75,11477.0,1,138,3,4.0,TRUE
36.15,6.9,24.11,37.56,83.96,55112.0,1,85,2,2.0,TRUE
56.82,16.16,14.44,37.86,56.33,41430.0,0,166,2,4.0,TRUE
47.47,8.24,57.2,67.87,59.03,12252.0,0,108,3,4.0,TRUE
38.56,3.74,55.61,22.75,52.13,6333.0,0,94,0,5.0,TRUE
46.64,17.79,47.88,69.88,54.43,6975.0,1,65,1,,TRUE
25.27,7.64,22.66,19.85,50.02,8422.0,1,107,1,,TRUE
42.05,9.41,31.58,38.44,70.77,75440.0,0,141,2,1.0,TRUE
61.53,7.38,11.27,19.36,55.76,62623.0,0,151,2,3.0,TRUE
47.8,15.93,42.47,54.18,73.76,73659.0,1,108,0,5.0,TRUE
14.98,7.4,58.1,54.87,78.4,15355.0,1,143,0,3.0,TRUE
13.85,17.39,26.3,47.98,89.21,86571.0,1,150,2,2.0,TRUE
38.13,8.22,62.84,54.55,63.92,14351.0,1,144,0,,TRUE
63.51,10.76,21.29,55.47,62.24,22092.0,0,68,3,5.0,TRUE
34.32,2.79,52.97,48.07,81.21,76604.0,1,72,0,3.0,TRUE
48.85,12.38,29.73,19.55,69.76,22418.0,1,96,2,3.0,TRUE
16.19,6.14,46.74,39.22,52.23,56775.0,1,132,3,1.0,TRUE
59.02,4.99,69.16,15.4,57.7,36978.0,0,184,2,3.0,TRUE
32.72,10.16,52.85,11.13,84.94,35080.0,1,183,1,5.0,TRUE
54.78,14.42,60.49,54.71,72.87,31113.0,0,112,2,1.0,TRUE
13.29,16.88,29.58,38.4,52.86,26016.0,1,154,3,,TRUE
12.27,15.14,34.98,64.93,81.04,21958.0,1,52,0,4.0,TRUE
21.36,3.93,60.82,63.62,91.54,32691.0,1,53,3,4.0,TRUE
36.19,13.1,38.16,32.38,65.04,57014.0,1,176,0,5.0,TRUE
45.78,9.33,50.31,29.59,85.52,39527.0,1,109,0,5.0,TRUE
69.44,8.05,26.08,18.45,79.89,57888.0,1,192,0,4.0,TRUE
43.55,15.81,69.97,21.87,56.06,38736.0,1,144,1,2.0,TRUE
10.1,10.73,34.07,16.42,58.27,5894.0,1,188,1,4.0,TRUE
58.77,13.91,37.68,18.63,87.63,50350.0,1,157,2,4.0,TRUE
35.52,8.17,41.17,29.33,52.1,57929.0,1,133,0,3.0,TRUE
16.64,15.2,54.5,44.13,87.82,6036.0,1,57,3,1.0,TRUE
22.63,6.89,13.48,34.98,80.09,75638.0,1,193,2,2.0,TRUE
66.06,12.52,58.29,41.96,74.28,92771.0,1,178,2,,TRUE
29.12,13.45,52.08,54.71,63.5,5222.0,1,95,0,4.0,TRUE
32.27,14.83,44.09,66.37,52.49,14953.0,1,72,0,,TRUE
44.05,15.4,29.48,17.44,60.57,45448.0,1,74,1,,TRUE
